Title,Abstract,University,Country,Index_authors,Keywords,PublicationName,Publisher,Subject_Area,Subject_Area_CodeType,Citation_Type,Citation_Number,Reference_number,Year
"FOXO1, a tiny protein with intricate interactions: Promising therapeutic candidate in lung cancer","© 2023 The AuthorsNowadays, lung cancer is the most common cause of cancer-related deaths in both men and women globally. Despite the development of extremely efficient targeted agents, lung cancer progression and drug resistance remain serious clinical issues. Increasing knowledge of the molecular mechanisms underlying progression and drug resistance will enable the development of novel therapeutic methods. It has been revealed that transcription factors (TF) dysregulation, which results in considerable expression modifications of genes, is a generally prevalent phenomenon regarding human malignancies. The forkhead box O1 (FOXO1), a member of the forkhead transcription factor family with crucial roles in cell fate decisions, is suggested to play a pivotal role as a tumor suppressor in a variety of malignancies, especially in lung cancer. FOXO1 is involved in diverse cellular processes and also has clinical significance consisting of cell cycle arrest, apoptosis, DNA repair, oxidative stress, cancer prevention, treatment, and chemo/radioresistance. Based on the critical role of FOXO1, this transcription factor appears to be an appropriate target for future drug discovery in lung cancers. This review focused on the signaling pathways, and molecular mechanisms involved in FOXO1 regulation in lung cancer. We also discuss pharmacological compounds that are currently being administered for lung cancer treatment by affecting FOXO1 and also point out the essential role of FOXO1 in drug resistance. Future preclinical research should assess combination drug strategies to stimulate FOXO1 and its upstream regulators as potential strategies to treat resistant or advanced lung cancers.","['University of Isfahan', 'Faculty of Medicine', 'Drug Applied Research Center, Tabriz University of Medical Sciences', 'Tabriz University of Medical Sciences', 'Hormozgan University of Medical Sciences', 'Urmia University of Medical Sciences', 'Islamic Azad University, Urmia Branch']",['Iran'],"['Ebrahimnezhad N.', 'Majidinia M.', 'Ebrahimnezhad M.', 'Bakhtiari G.H.', 'Natami M.', 'Yousefi B.', 'Tabnak P.']","['FOXO1', 'Lung cancer', 'NcRNAs', 'Signaling pathways', 'Transcription factors']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Review,0,127.0,2023
Pipecolic acid mitigates ferroptosis in diabetic retinopathy by regulating GPX4-YAP signaling,"© 2023Diabetic retinopathy (DR) is currently recognized as the leading cause of end-stage eye disease. Pipecolic acid, a metabolite, has a significant regulatory effect on several pathological processes. However, the exact mechanism by which it causes damage in diabetic retinopathy is unknown. Between September 2021 and December 2022, 40 patients were retrospectively examined and divided into two groups: the healthy group (n = 20) and the DR group (n = 20). Metabolomic analysis found that pipecolic acid plays an important role in this process. Streptozotocin-induced diabetic mice and high-glucose cultured human retinal capillary endothelial cells (HRCECs) were then treated with pipecolic acid. Several oxidative stress measurements and RNA sequencing of retinal cells were tested. A gene interaction study was conducted using bioinformatics. Comparison of serological metabolites between healthy volunteers and DR patients showed that pipecolic acid was significantly lower in DR patients, and there was a negative correlation between the level of pipecolic acid with blood glucose and glycated hemoglobin. Yes-associated protein (YAP) mRNA, Malondialdehyde (MDA), and reactive oxygen species (ROS) levels were significantly higher in diabetic mice, but glutathione peroxidase (GSH-Px) levels were significantly lower. Pipecolic acid significantly alleviated oxidative stress and YAP expression. The number of vascular tubes was significantly higher in the DR group, and pipecolic acid treatment significantly reduced tube formation. RNA-Sequencing analysis revealed that YAP and glutathione-dependent lipid hydroperoxidase glutathione peroxidase 4 (GPX4) expression was reduced, and functional enrichment analysis revealed that ferroptosis and Hippo signaling pathways play an important role in this process. Additionally, pipecolic acid's ability to improve DR is diminished after YAP and GPX4 ablation. This study found that pipecolic acid, as a metabolite, may impede the progression of DR by inhibiting the YAP-GPX4 signaling pathway.","['National Clinical Research Center for Eye Diseases', 'Xuzhou Medical University', 'Tongren Hospital Shanghai Jiao Tong University School Of Medicine', 'Tongji University School of Medicine', 'Shanghai General Hospital']",['China'],"['Cai Y.', 'Guan Z.', 'Qiu Q.', 'Gong Y.', 'Luo L.', 'Jiang Y.', 'Jin X.', 'Lai D.', 'Cai C.']","['Diabetic retinopathy', 'Ferroptosis', 'GPX4', 'Pipecolic acid', 'YAP']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Article,0,35.0,2021
The paths and challenges of “off-the-shelf” CAR-T cell therapy: An overview of clinical trials,"© 2023 The AuthorsThe advent of chimeric antigen receptor T cells (CAR-T cells) has made a tremendous revolution in the era of cancer immunotherapy, so that since 2017 eight CAR-T cell products have been granted marketing authorization. All of these approved products are generated from autologous sources, but this strategy faces several challenges such as time-consuming and expensive manufacturing process and reduced anti-tumor potency of patients’ T cells due to the disease or previous therapies. The use of an allogeneic source can overcome these issues and provide an industrial, scalable, and standardized manufacturing process that reduces costs and provides faster treatment for patients. Nevertheless, for using allogeneic CAR-T cells, we are faced with the challenge of overcoming two formidable impediments: severe life-threatening graft-versus-host-disease (GvHD) caused by allogeneic CAR-T cells, and allorejection of allogeneic CAR-T cells by host immune cells which is called “host versus graft” (HvG). In this study, we reviewed recent registered clinical trials of allogeneic CAR-T cell therapy to analyze different approaches to achieve a safe and efficacious “off-the-shelf” source for chimeric antigen receptor (CAR) based immunotherapy.","['School of Allied Medical Sciences', 'Digestive Diseases Research Institute']",['Iran'],"['Moradi V.', 'Omidkhoda A.', 'Ahmadbeigi N.']","['Allogeneic', 'CAR (chimeric Antigen Receptor)', 'Clinical', 'GvHD', 'Off-the-shelf', 'Trials']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Review,0,159.0,2023
The Effect of Hypnotherapy on the Pain Intensity of Endometriosis Patients Treated with Dienogest: A Pilot Double-Blind Randomized Clinical Trial,"© 2023, Author(s).Background: Endometriosis is a chronic disease in women of reproductive age accompanied by chronic pelvic pain and painful intercourse. It has a severe negative impact on these patients’ psychosocial parameters. The noninvasive treatment of endometriosis remains challenging. Objectives: This study aimed to investigate the effectiveness of hypnotherapy on the pain intensity of endometriosis patients treated with dienogest. Methods: In this preliminary study (a pilot double-blind, randomized clinical trial), conducted from November 2021 to July 2022, 22 patients (18 to 45 years old) with endometriosis treated with dienogest in Shahid Akbar Abadi Hospital (Tehran, Iran) were enrolled. Via block randomization, they were divided into a control group and an intervention group (n = 11 each). The patients of both groups were given 2 mg of dienogest tablets daily as prescribed by the gynecologist. The main intervention involved hypnotherapy, which was administered only for the intervention group individually for 8 weekly sessions online (on WhatsApp) for 30-45 minutes. Dysmenorrhea, dyspareunia, and chronic pelvic pain were evaluated using the visual analog scale (VAS) at the beginning of the intervention, immediately after the intervention, and 4 weeks after the intervention in both groups. Mean, standard deviation, frequency, chi-square, Fisher’s exact test, Mann-Whitney U, and Friedman test were used for data analysis. Results: Dysmenorrhea severity score in the intervention group was 6.30 ± 1.25 before the intervention, 5.50 ± 1.08 after the intervention, and 4.60 ± 0.97 during the follow-up, and the changes were significant (P < 0.001, effect size = 0.93). Dyspareunia severity score was 3.14 ± 4.50 before the intervention, 2.91 ± 4.30 after the intervention, and 2.42 ± 3.50 during the follow-up. These changes were also significant (P = 0.015, effect size = 0.41). However, the pelvic pain score did not significantly change despite the average decrease of 0.2 during the follow-up (P = 0.135). Conclusions: Hypnotherapy, along with drug treatment, was more effective in relieving endometriosis pain than drug treatment alone.","['Psychiatry and Behavioral Sciences Research Center MAZUMS', 'Bank-e-Melli Iran Hospital', 'Mazandaran University of Medical Sciences']",['Iran'],"['Shahhosseini Z.', 'Shahriyaripoor R.', 'Ganji J.', 'Hoseinnezhad Z.', 'Pourasghar M.']","['Dienogest', 'Dysmenorrhea', 'Dyspareunia', 'Endometriosis', 'Hypnotherapy', 'Pain']",Journal of Nursing and Midwifery Sciences,Brieflands,['Nursing (all)'],['NURS'],Article,0,34.0,2023
Mesenchymal stem cell conditioned medium alleviates acute lung injury through KGF-mediated regulation of epithelial sodium channels,"© 2023 The AuthorsAcute lung injury (ALI) is a progressive inflammatory injury, and mesenchymal stem cells (MSCs) can be used to treat ALI. MSC-conditioned medium (MSC-CM) contains many cytokines, in which keratinocyte growth factor (KGF) is a soluble factor that plays a role in lung development. We aim to explore the protective effects of MSCs secreted KGF on ALI, and investigate the involvement of epithelial sodium channel (ENaC), which are important in alveolar fluid reabsorption. Both lipopolysaccharides (LPS)-induced mouse and alveolar organoid ALI models were established to confirm the potential therapeutic effect of MSCs secreted KGF. Meanwhile, the expression and regulation of ENaC were determined in alveolar type II epithelial (ATII) cells. The results demonstrated that MSC-CM and KGF could alleviate the extent of inflammation-related pulmonary edema in ALI mice, which was abrogated by a KGF neutralizing antibody. In an alveolar organoid ALI model, KGF in MSC-CM could improve the proliferation and decrease the differentiation of ATII cells. At the cellular level, the LPS-inhibited protein expression of ENaC could be reversed by KGF in MSC-CM. In addition, bioinformatics analysis and our experimental data provided the evidence that the NF-κB signaling pathway may be involved in the regulation of ENaC. Our research confirmed that the therapeutic effect of MSC-CM on edematous ALI was closely related to KGF, which may be involved in the proliferation and differentiation of ATII cells, as well as the upregulation of ENaC expression by the inhibition of NF-κB signaling pathway.",['China Medical University Shenyang'],['China'],"['Fu Y.', 'Ding Y.', 'Xin S.', 'Nie H.', 'Yu T.', 'Hao L.', 'Cui Y.']","['Acute lung injury', 'Alveolar organoids', 'Epithelial sodium channels', 'Keratinocyte growth factor', 'Mesenchymal stem cells']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Article,0,52.0,2023
Veronica persica ameliorates acetaminophen-induced murine hepatotoxicity via attenuating oxidative stress and inflammation,"© 2023Excess acetaminophen (APAP) commonly causes severe acute liver injury (ALI), characterized by oxidative stress, pro-inflammatory responses, and hepatocyte damage. Veronica persica (VP) is a traditional medicine with antioxidant and anti-inflammatory properties. There is a paucity of information on its medicinal value, especially its potential mechanisms for alleviating ALI. This study aimed to clarify the ameliorative effects and intracellular mechanisms of VP on APAP-induced ALI via attenuating oxidative stress and inflammation. Mice were given VP for 7 days before exposure to APAP (300 mg/kg). The HPLC and radical scavenging assay found that VP contains 12 phenolic acids and 6 flavonoids, as well as show robust antioxidant capacity. In the APAP-induced ALI model, pre-treatment with VP significantly reduces APAP-induced hepatotoxicity by observing improved hepatocyte pathological injury and further confirmed by serum biochemical indicator. Also, the reduction of TUNEL-positive regions and the regulation of Bcl-2-associated X protein indicated that VP attenuates hepatocytotoxicity. Moreover, VP pre-intervention inhibits the formation of liver pro-inflammatory cytokines, the expression of inflammatory response genes, and increases in myeloperoxidase (MPO) in APAP-exposed mice. The elevated reduced glutathione (GSH) levels and decreased oxidative stress markers indicate that VP reduces APAP-promoted oxidative stress. Further study revealed that VP inhibited the phosphorylation of NF-κB/STAT3 cascade, blocked ERK and JNK phosphorylation, and activated AMP-activated protein kinase (AMPK). To sum up, this study demonstrated that VP exists hepatoprotective abilities on APAP-induced ALI, primarily by suppressing the phosphorylation of NF-κB/STAT3 cascade and ERK-JNK and inducing AMPK activation to alleviate oxidative stress and inflammation.","['Jeonbuk National University', 'Henan University of Science and Technology', 'Jeonbuk National University, School of Medicine']","['South Korea', 'China']","['Hwang H.P.', 'Ahn D.', 'Tian W.-S.', 'Mao M.-X.', 'Zhao J.', 'Kim I.-S.', 'Tae H.-J.', 'Kim M.-K.', 'Park B.-Y.']","['Acetaminophen (APAP)', 'Acute liver injury (ALI)', 'AMPK', 'ERK-JNK', 'Oxidative stress', 'Veronica persica (VP)']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Article,0,54.0,
Effects of total flavones of Abelmoschus manihot (L.) on the treatment of diabetic nephropathy via the activation of solute carriers in renal tubular epithelial cells,"© 2023 The AuthorsAs a traditional Chinese medicine, Huangkui capsule (HKC) has been used to treat patients with kidney diseases, including diabetic nephropathy (DN). We have recently demonstrated that HKC could re-regulate the activities of solute carriers (SLC)s in proximal and distal convoluted tubules of kidneys in regression of the development of DN. The main active chemical constituents of HKC are the flavones of Abelmoschus manihot (L.). The current study aims to further evaluate the efficacy of total flavones of A. manihot (TFA) in the regression of DN by analyzing SLC activities in proximal and distal convoluted tubules of kidneys. TFA (0.076 g/kg/d) or vehicle was administered in db/db mice, the animal model of type 2 diabetes and DN, daily via oral gavage for four weeks. Blood glucose levels and urinary albumin-to-creatinine ratio (UACR) were measured and used for the determination of T2D and DN. Ten SLCs, including slc2a2, slc4A1, slc5a2, slc5A3, slc5a8, slc6a20, slc27a2, slc12a3, slc34a1 and slc38a2 were highly expressed in proximal and distinct convoluted tubules of kidneys. Their expression at mRNA and protein levels before and after TFA treatment were analyzed with real-time RT-PCR and immunohistochemistry. Data showed that UACR in the db/db mice after TFA treatment was significantly decreased. Compared with the group of non-diabetic control, slc2a2, slc4A1, slc5a2, slc5A3, slc5a8, slc6a20, slc27a2, slc12a3, slc34a1 and slc38a2 in the group of DN were down-regulated but up-regulated after TFA treatment. Further analyses of whole kidney sections indicated that the numbers and structures of the nephron in db/db mice was increased and improved after TFA treatment. Thereby, the current study provides further evidence that the flavones in A. manihot have pharmacological effects on the treatment of DN by improving the biological function of SLCs in kidneys.","['China Pharmaceutical University', 'Suzhong Pharmaceutical Research Institute', 'State Key Laboratory of Natural Medicines', 'Nanjing Medical University']",['China'],"['Tang W.', 'Gu H.F.', 'Wang M.', 'Qiang L.', 'Xu Q.', 'Yu J.', 'Tang H.', 'Yu H.', 'Ge H.']","['Abelmoschus manihot (L.)', 'Diabetic nephropathy', 'Solute carriers', 'Type 2 diabetes']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Article,0,29.0,2023
Cell-based mechanisms and strategies of co-culture system both in vivo and vitro for bone tissue engineering,"© 2023 The AuthorsThe lack of a functional vascular supply has been identified as a major challenge limiting the clinical introduction of stem cell-based bone tissue engineering (BTE) for the repair of large-volume bone defects (LVBD). Various approaches have been explored to improve the vascular supply in tissue-engineered constructs, and the development of strategies that could effectively induce the establishment of a functional vascular supply has become a major goal of BTE research. One of the state-of-the-art methods is to incorporate both angiogenic and osteogenic cells in co-culture systems. This review clarifies the key concepts involved, summarises the cell types and models used to date, and systematically evaluates their performance. We also discuss the cell-to-cell communication between these two cell types and the strategies explored in BTE constructs with angiogenic and osteogenic cells to optimise their functions. In addition, we outline unresolved issues and remaining obstacles that need to be overcome for further development in this field and eventual successful repair of LVBD.","['Academisch Centrum Tandheelkunde Amsterdam', 'Vrije Universiteit Amsterdam', 'Ruijin Hospital', ""Shanghai Ninth People's Hospital, Shanghai JiaoTong University School of Medicine"", 'Tongji University']","['China', 'Netherlands']","['Wu G.', 'Li Q.', 'Yu T.', 'Bi M.', 'Yang K.']","['Bone defect', 'Co-culture system', 'Osteogenesis', 'Tissue engineering']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Review,0,223.0,2023
NTRK1-mediated protection against manganese-induced neurotoxicity and cell apoptosis via IGF2 in SH-SY5Y cells,"© 2023 The AuthorsBackground: Excessive manganese (Mn) exposure has been linked to neurotoxicity, cognitive impairments. Neurotrophic Receptor Kinase 1 (NTRK1) encodes Tropomyosin kinase A (TrkA), a neurotrophic receptor, as a mediator of neuron differentiation and survival. Insulin-like growth factor 2 (IGF2), a pivotal member of the insulin gene family, plays a crucial role in brain development and neuroprotection. Despite this knowledge, the precise mechanisms through which NTRK1 and IGF2 influence cell responses to Mn-induced neuronal damage remain elusive. Methods: Cell apoptosis was assessed using CCK8, TUNEL staining, and Western blot analysis of cleaved Caspase-3. Lentiviral vectors facilitated NTRK1 overexpression, while small interfering RNAs (siRNAs) facilitated IGF2 knockdown. Real-time Quantitative PCR (qPCR) determined gene expression levels, while Western blotting measured protein expression. Results: The study reveals that NTRK1 inhibits MnCl2-induced apoptosis in SH-SY5Y cells. NTRK1 overexpression significantly upregulated IGF2 expression, and subsequent siRNA-IGF2 experiments confirmed IGF2's pivotal role in NTRK1-mediated neuroprotection. Notably, the study identifies that NTRK1 regulates the expression of IGF2 in the neuroprotective mechanism with the involvement of ER stress pathways. Discussion: The study reveals NTRK1's neuroprotective role via IGF2 against Mn-induced neurotoxicity and ER stress modulation in SH-SY5Y cells. These findings offer insights into potential therapies for neurodegenerative disorders related to Mn exposure and NTRK1 dysfunction, driving future research in this domain.","['Huazhong University of Science and Technology', 'Wuhan University']",['China'],"['Jiao B.', 'Zhang X.', 'Zhang C.', 'Cao X.', 'Zhang K.', 'Yu S.', 'Zhang M.', 'Zhang W.']","['Apoptosis', 'ER stress', 'IGF2', 'MnCl2', 'NTRK1', 'SH-SY5Y cell']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Article,0,74.0,2023
Influence of unsaturated fatty acids on the antitumor activity of polymeric conjugates grafted with cabazitaxel against prostate cancer,"© 2023 The AuthorsCabazitaxel (CTX) is a medication used for treating metastatic prostate cancer. However, its effectiveness is majorly limited by its poor water solubility and lack of tumor targeting. In this study, three unsaturated fatty acids, GLA, ALA and DHA, were separately connected with CTX and then covalently attached to bifunctionalized dextran through a linker to produce three dual drug conjugates named dextran-GLA-CTX, dextran-ALA-CTX and dextran-DHA-CTX. The three conjugates displayed enhanced solubility of CTX in water and improved antitumor effects compared to the conventional CTX formulation. The results also confirmed that dextran-GLA-CTX exhibited the strongest antitumor activity, while dextran-DHA-CTX displayed less efficacy, as evaluated through xenografted nude mice bearing PC-3 and DU145 prostate cancer cells. Additionally, dextran-GLA-CTX showed greater inhibition of tumor growth than dextran-CTX. Moreover, the dextran-GLA-CTX conjugate was found to prolong the half-life of CTX in plasma and selectively accumulate in tumors. This study revealed that unsaturated fatty acids can enhance the antitumor activity of dextran-based conjugates grafted with CTX.","['Santolecan Pharmaceuticals LLC', 'National Glycoengineering Research Center']","['United States', 'China']","['Dong P.', 'Shi Y.', 'Jia W.', 'Liu J.', 'Li X.', 'Zhao L.', 'Wang S.', 'Hu J.', 'Lv H.', 'Yang L.']","['Alpha-linolenic acid', 'Cabazitaxel', 'Conjugate', 'Dextran', 'Docosahexaenoic acid', 'Gamma-linolenic acid']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Article,0,65.0,2023
Discussing pathologic mechanisms of Diabetic retinopathy & therapeutic potentials of curcumin and β-glucogallin in the management of Diabetic retinopathy,"© 2023 The AuthorsDiabetic retinopathy (DR) is a form of retinal microangiopathy that occurs as a result of long-term Diabetes mellitus (DM). Patients with Diabetes mellitus typically suffer from DR as a progression of the disease that may be due to initiation and dysregulation of pathways like the polyol, hexosamine, the AGE/RAGE, and the PKC pathway, which all have negative impacts on eye health and vision. In this review, various databases, including PubMed, Google Scholar, Web of Science, and Science Direct, were scoured for data relevant to the aforementioned title. The three most common therapies for DR today are retinal photocoagulation, anti-vascular endothelial growth factor (VEGF) therapy, and vitrectomy, however, there are a number of drawbacks and limits to these methods. So, it is of critical importance and profound interest to discover treatments that may successfully address the pathogenesis of DR. Curcumin and β-glucogallin are the two potent compounds of natural origin that are already being used in various nutraceutical formulations for several ailments. They have been shown potent antiapoptotic, anti-inflammatory, antioxidant, anticancer, and pro-vascular function benefits in animal experiments. Their parent plant species have been used for generations by practitioners of traditional herbal medicine for the treatment and prevention of various eye ailments. In this review, we will discuss about pathophysiology of Diabetic retinopathy and the therapeutic potentials of curcumin and β-glucogallin one of the principal compounds from Curcuma longa and Emblica officinalis in Diabetic retinopathy.","['Swami Devi Dyal Institute of Pharmacy', 'Taif University', 'Swami Vivekanand Institute of Engineering and Technology', 'Chitkara University, Punjab', 'Maharishi Markandeshwar (Deemed to be University), Mullana', 'Faculty of Veterinary Medicine', 'Princess Nourah Bint Abdulrahman University']","['India', 'Egypt', 'Saudi Arabia']","['Rishabh', 'Saini M.', 'Garg A.', 'Albezrah N.K.A.', 'Dhiman S.', 'Rohilla M.', 'Batiha G.E.-S.', 'Bansal S.', 'Singh T.G.', 'Dhankhar S.', 'Chauhan S.', 'Alsubaie N.']","['Curcumin', 'Diabetes', 'Diabetic retinopathy', 'Pathologic mechanism', 'β-Glucogallin']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Review,0,164.0,2023
Plant-derived extracellular vesicles -a novel clinical anti-inflammatory drug carrier worthy of investigation,"© 2023 The AuthorsPlant-derived extracellular vesicles (PDEVs) have shown remarkable potential as sustainable, green, and efficient drug delivery nanocarriers. As natural nanoparticles containing lipids, protein, nucleic acids and secondary metabolites, they have received widespread attention as a replacement for mammalian exosomes in recent years. In this review, the advances in isolation, identification, composition, therapeutic effect, and clinical application prospect were comprehensively reviewed, respectively. In addition, the specific modification strategies have been listed focusing on the inherent drawbacks of the raw PDEVs like low targeting efficiency and poor homogeneity. With emphasis on their biology mechanism in terms of immune regulation, regulating oxidative stress and promoting regeneration in the anti-inflammatory field and application value demonstrated by citing some typical examples, this review about PDEVs would provide a broad and fundamental vision for the in-depth exploration and development of plant-derived extracellular vesicles in the in-vivo anti-inflammation and even other biomedical applications.","['Nanjing Medical University', 'The Second Affiliated Hospital of Nanjing Medical University']",['China'],"['Shao M.', 'Chen S.', 'Feng G.', 'Jin X.', 'Yang N.']","['Anti-inflammation', 'Cargo loading', 'Exosomes', 'Plant-derived extracellular vesicles']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Review,0,122.0,2023
Carboxylated Pocoa polysaccharides inhibited oxidative damage and inflammation of HK-2 cells induced by calcium oxalate nanoparticles,"© 2023 The AuthorsThe inhibitory effects of Chinese medicine Pocoa (PCPs) with different carboxyl group (-COOH) contents on oxidative damage and inflammatory response of renal epithelial cells and the influence of -COOH content in polysaccharides were investigated. HK-2 cell damage model was established by nanocalcium oxalate crystals (nanoCOM), and then PCPs with -COOH contents of 2.56% (PCP0), 7.48% (PCP1), 12.07% (PCP2), and 17.18% (PCP3) were used to protect the cells. PCPs could inhibit the damage of nanoCOM to HK-2 cells, increase cell viability, restore cytoskeleton and morphology, and improve lysosomal integrity. PCPs can reduce the oxidative stress response of nanoCOM to cells, inhibit the opening of mPTP and cell necrotic apoptosis, reduce the level of Ca2+ ions in cells, the production of ATP and MDA, and increase SOD expression. PCPs can also reduce the cellular inflammatory response caused by oxidative damage, and reduce the expression of nitric oxide (NO), inflammatory factors TNF-α, IL-6, IL-1β and MCP-1, as well as the content of inflammasome NLRP3. After protection, PCPs can inhibit the endocytosis of nanoCOM crystals by cells. With the increase in -COOH content in PCPs, its ability to inhibit nanoCOM cell damage, reduce oxidative stress, reduce inflammatory response, and inhibit crystal endocytosis increases, that is, PCP3 with the highest -COOH content, shows the best biological activity. Inhibiting cell damage and inflammation and reducing a large amount of endocytosis of crystals by cells are beneficial to inhibit the formation of kidney stones.","['Institute of Biomineralization and Lithiasis Research', 'Jinan University']",['China'],"['Zheng Y.-Y.', 'Ouyang J.-M.', 'Xiong P.']","['Anti-inflammation', 'Carboxymethylated polysaccharide', 'Cytoendocytosis', 'Nanocrystals', 'Oxidative damage']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Article,0,115.0,2023
Advances and challenges in the treatment of lung cancer,"© 2023 The AuthorsLung cancer accounts for a relatively high proportion of malignant tumors. As the most prevalent type of lung cancer, non-small cell lung cancer (NSCLC) is characterized by high morbidity and mortality. Presently, the arsenal of treatment strategies encompasses surgical resection, chemotherapy, targeted therapy and radiotherapy. However, despite these options, the prognosis remains distressingly poor with a low 5-year survival rate. Therefore, it is urgent to pursue a paradigm shift in treatment methodologies. In recent years, the advent of sophisticated biotechnologies and interdisciplinary integration has provided innovative approaches for the treatment of lung cancer. This article reviews the cutting-edge developments in the nano drug delivery system, molecular targeted treatment system, photothermal treatment strategy, and immunotherapy for lung cancer. Overall, by systematically summarizing and critically analyzing the latest progress and current challenges in these treatment strategies of lung cancer, we aim to provide a theoretical basis for the development of novel drugs for lung cancer treatment, and thus improve the therapeutic outcomes for lung cancer patients.",['Anhui University of Chinese Medicine'],['China'],"['He S.', 'Li Y.', 'Yan B.']","['Immunotherapy', 'Lung cancer', 'Molecular targeted treatment system', 'Nano drug delivery system', 'Photothermal treatment strategy']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Review,0,263.0,2023
The potential benefits of polyphenols for corneal diseases,"© 2023The cornea functions as the primary barrier of the ocular surface, regulating temperature and humidity while providing protection against oxidative stress, harmful stimuli and pathogenic microorganisms. Corneal diseases can affect the biomechanical and optical properties of the eye, resulting in visual impairment or even blindness. Due to their diverse origins and potent biological activities, plant secondary metabolites known as polyphenols offer potential advantages for treating corneal diseases owing to their anti-inflammatory, antioxidant, and antibacterial properties. Various polyphenols and their derivatives have demonstrated diverse mechanisms of action in vitro and in vivo, exhibiting efficacy against a range of corneal diseases including repair of tissue damage, treatment of keratitis, inhibition of neovascularization, alleviation of dry eye syndrome, among others. Therefore, this article presents a concise overview of corneal and related diseases, along with an update on the research progress of natural polyphenols in safeguarding corneal health. A more comprehensive understanding of natural polyphenols provides a novel perspective for secure treatment of corneal diseases.",['Shandong First Medical University &amp; Shandong Academy of Medical Sciences'],['China'],"['Feng J.', 'Zhang Y.']","['Cornea', 'Corneal diseases', 'Oxidative stress', 'Polyphenols']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Review,0,254.0,
Tetrahydropalmatine: Orchestrating survival – Regulating autophagy and apoptosis via the PI3K/AKT/mTOR pathway in perforator flaps,"© 2023 The AuthorsBackground: Introduced in clinical practice in 1989, perforator flaps are vital for tissue defect repair, but they are challenged by distal necrosis. Tetrahydropalmatine (THP) from celandine is renowned for its anti-inflammatory and analgesic effects. This study investigates THP's use in perforator flaps. Methods: Thirty rats were divided into a control group and four THP concentration groups, while seventy-eight rats were categorized as control, THP, THP combined with rapamycin (RAP), and RAP alone. We created 11 cm by 2.5 cm multi-regional perforator flaps on rat backs, assessing survival blood flow and extracting skin flap tissue for autophagy, oxidative stress, apoptosis, and angiogenesis markers. Results: The THP group exhibited significantly reduced distal necrosis, increased blood flow density, and survival area on the seventh day compared to controls. Immunohistochemistry and Western blot results demonstrated improved anti-oxidative stress and angiogenesis markers, along with decreased autophagy and apoptosis indicators. Combining THP with RAP diminished flap survival compared to THP alone. This was supported by protein expression changes in the PI3K-AKT-mTOR pathway. Conclusion: THP enhances flap survival by modulating autophagy, reducing tissue edema, promoting angiogenesis, and mitigating apoptosis and oxidative stress. THP offers a potential strategy for enhancing multi-regional perforator flap survival through the PI3K/AKT/mTOR pathway. These findings highlight THP's promise in combatting perforator flap necrosis, uncovering a novel mechanism for its impact on flap survival.","['Wenzhou Medical University', ""The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University"", 'Key Laboratory of Orthopaedics of Zhejiang Province', 'School of Laboratory Medicine and Life Science']",['China'],"['Jiang R.', 'Gao W.', 'Huang S.', 'Chen X.', 'Li S.', 'Fu K.', 'Huang Y.', 'Wu H.', 'Wang A.', 'Dong C.', 'Li G.', 'Lai Y.', 'Shen L.', 'Chen Z.']","['Angiogenesis', 'Apoptosis', 'Autophagy', 'Multi-territory perforator flap', 'Oxidative stress', 'Tetrahydropalmatine']",Biomedicine and Pharmacotherapy,Elsevier Masson s.r.l.,['Pharmacology'],['PHAR'],Article,0,62.0,2023
